USPS	GEOID	ANSICODE	NAME	FUNCSTAT10	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                         
TX	4849592010	01938883	Kermit CCD	S	6120	2601	1714676364	19838	     662.040	       0.008	 31.903476	-102.981166                                                                                         
TX	4849594240	01939330	Wink CCD	S	990	426	463779711	394538	     179.066	       0.152	 31.732459	-103.181056                                                                                             
TX	4849790060	01938487	Alvord CCD	S	2897	1224	207556826	499864	      80.138	       0.193	 33.380743	 -97.655150                                                                                         
TX	4849790395	01938554	Boyd-Rhome CCD	S	18608	7390	423492367	2811708	     163.511	       1.086	 33.063123	 -97.550124                                                                                   
TX	4849790445	01938564	Bridgeport CCD	S	21446	8775	927814131	41637991	     358.231	      16.077	 33.206570	 -97.808680                                                                                  
TX	4849790975	01938673	Decatur CCD	S	16176	6392	783579447	2089120	     302.542	       0.807	 33.274224	 -97.528498                                                                                      
TX	4849990025	01938480	Alba CCD	S	4448	2175	158277476	29393113	      61.111	      11.349	 32.774323	 -95.584496                                                                                         
TX	4849991740	01938829	Hawkins CCD	S	8406	4510	373137780	10639414	     144.069	       4.108	 32.654521	 -95.245773                                                                                      
TX	4849992590	01938999	Mineola CCD	S	9939	4427	220646051	6628134	      85.192	       2.559	 32.681346	 -95.458766                                                                                       
TX	4849993180	01939117	Quitman CCD	S	11100	5928	536316557	74921637	     207.073	      28.927	 32.845085	 -95.466965                                                                                     
TX	4849994255	01939333	Winnsboro CCD	S	8071	3821	382771298	9171612	     147.789	       3.541	 32.880998	 -95.253509                                                                                     
TX	4850191015	01938681	Denver City CCD	S	5854	2141	496485618	34329	     191.694	       0.013	 33.017139	-102.792745                                                                                     
TX	4850193055	01939092	Plains CCD	S	2025	837	1574749042	0	     608.014	       0.000	 33.221388	-102.839310                                                                                              
TX	4850391600	01938797	Graham CCD	S	13070	5926	1023198820	31298681	     395.059	      12.084	 33.060398	 -98.652501                                                                                     
TX	4850391935	01938868	Jean-Loving CCD	S	652	351	390122150	2431125	     150.627	       0.939	 33.306774	 -98.532601                                                                                     
TX	4850392735	01939028	Newcastle CCD	S	987	514	605519690	5991891	     233.792	       2.313	 33.185890	 -98.821809                                                                                       
TX	4850392895	01939060	Olney CCD	S	3841	1831	349619406	2730001	     134.989	       1.054	 33.346771	 -98.788714                                                                                         
TX	4850593455	01939173	San Ygnacio CCD	S	903	529	600080378	8194554	     231.692	       3.164	 27.168887	 -99.338607                                                                                     
TX	4850594310	01939344	Zapata CCD	S	13115	5674	1985795727	146176400	     766.720	      56.439	 26.949668	 -99.124169                                                                                    
TX	4850790215	01938518	Batesville CCD	S	1232	549	1114209379	2902144	     430.199	       1.121	 28.956849	 -99.612267                                                                                    
TX	4850790920	01938662	Crystal City CCD	S	8565	3003	1655282675	6205560	     639.108	       2.396	 28.761956	 -99.790649                                                                                 
TX	4850792140	01938909	La Pryor CCD	S	1880	731	590774842	2102136	     228.099	       0.812	 28.980591	 -99.952092                                                                                       
